Age,Gender,Married,Salary,Annual Spend
24.1,Male,Single,28985.43,113.43
60.2,Male,Married,57390.34,3095.27
23.9,Male,Single,32239.24,1029.8
41.5,Female,Married,35481.74,2550.18
51.6,Female,Married,40198.1,3803.26
49,Female,Married,40843.54,3396.01
59.3,Female,Married,40822.54,3506.56
60.8,Male,Married,59177.62,3401.59
29.7,Female,Single,21859.74,2283.77
52.9,Female,Married,35296,3957.76
47.6,Female,Married,29819.26,2651.58
31.7,Female,Single,21549.87,2332.3
26.8,Male,Single,29286.96,100
51.6,Male,Married,53807.87,3475.16
34.4,Female,Single,25028.63,605.52
43.7,Female,Married,24448.44,3401.65
55.6,Male,Married,57035.81,2750.51
55.7,Male,Married,56179.53,3117.69
46.6,Male,Married,58387.95,3388.02
25.4,Female,Single,19424.29,2340.41
56.8,Male,Married,53263.46,3412.81
51.4,Female,Married,39310.8,2976.09
24.9,Female,Single,25829.7,2687.17
26.8,Male,Single,30283.73,871.39
24.8,Female,Single,21281.34,1540.88
29,Male,Single,34754.02,100
55.3,Male,Married,50594.66,3344.01
52,Female,Married,36724.96,3116.81
33.2,Female,Single,25579.21,2287.09
49.7,Female,Married,41689.42,3247.45
60.1,Male,Married,53910.19,2708.38
53.3,Female,Married,45731.92,2305.7
25.3,Male,Single,26516.59,161.63
30.2,Male,Single,31948.57,100
22.9,Male,Single,31894.68,100
50.1,Female,Married,45196.04,3263.28
18,Female,Single,26537.56,2232.93
25.1,Female,Single,21350.2,1829.53
45.7,Female,Married,39241.14,2837.81
30.3,Male,Single,29456.88,106.87
59.2,Female,Married,41295.91,2567.55
23.8,Male,Single,30514.83,417.27
44.1,Female,Married,46773.2,2954.54
62,Male,Married,56502.22,3473.29
53.4,Male,Married,52929.93,2880.83
71.9,Male,Married,64680.31,3169.64
60.8,Male,Married,53345.12,3438.44
47.3,Female,Married,50253.7,2103.92
42.9,Female,Married,34099.6,3503.26
38.8,Female,Married,32010.8,3775.08
40.7,Male,Married,56265.3,2778.44
37.5,Female,Married,39763.63,2393.55
27.1,Male,Single,22416.76,179.84
48.7,Female,Married,32883.97,2235.45
69.8,Male,Married,52414.35,2677.12
62.4,Male,Married,65009.32,4210.93
50.8,Male,Married,59106.4,2491.55
56.3,Female,Married,47883.28,3308.48
59.8,Female,Married,39207.3,2969.62
53.8,Male,Married,64124.06,3492.34
29.7,Female,Single,20177.02,2552.34
38.9,Female,Married,42965.72,2567
25.7,Female,Single,23005.23,879.3
30.7,Female,Single,24464.53,1540.82
30.6,Female,Married,38901.66,3733.26
59.9,Male,Married,45812.82,2413.71
26.9,Female,Single,23328.63,2526.09
44,Female,Married,39468.63,3715.05
55.9,Female,Married,35674.66,2930.01
37.5,Female,Single,22439.62,1757.38
24.7,Male,Single,28624.99,100
22.6,Male,Single,34459.29,1223.32
47.7,Female,Married,33851,3601.22
30.5,Male,Single,33009.55,338.92
56.9,Male,Married,51883.53,3316.2
23,Male,Single,26681.93,100
25.4,Male,Single,26673.93,100
29,Male,Single,27855.85,100
56.9,Female,Married,35189.43,2779.02
64.3,Male,Married,52236.62,3453.23
21.8,Male,Single,27033.11,100
44.8,Female,Married,41099.62,2184.36
47.3,Female,Married,43210.5,2585.78
21.3,Male,Single,35694.9,319.48
50.8,Female,Married,42231.69,2982.35
22.4,Female,Single,26475.23,1958.64
29.8,Female,Single,25829.79,1999.86
56.2,Male,Married,48277.7,3826.03
55.1,Male,Married,49664.59,3737.9
23.3,Female,Single,22816.49,1956.48
67.2,Male,Married,49623.19,3144.69
69.9,Male,Married,54661.31,3541.48
33.6,Female,Single,25875.98,1666.84
32.3,Female,Single,21588.95,1870.48
36.8,Female,Single,24916.07,1126.54
46.2,Male,Married,58333.66,3049.23
22.8,Female,Single,29931.11,2473.82
53.5,Male,Married,63478.72,3586.43
55.2,Female,Married,33839.04,2993.59
25.9,Female,Single,25815.05,2085.7
29.7,Female,Single,24118.71,1370.46
23.7,Male,Single,30639.63,100
59.4,Male,Married,58653.35,3207.97
28.1,Male,Single,30673.27,752
24.6,Male,Single,27998.4,793.03
24.1,Female,Single,24686.94,3003.89
26.3,Male,Single,25297.97,871.6
23.2,Male,Single,29838.85,505.8
24,Female,Single,20011.56,1927.56
58.9,Male,Married,57529.72,3081.61
23.6,Male,Single,30363.1,828.88
55.5,Male,Married,53476.36,2751.5
26.2,Female,Single,25541.98,2820.1
36.6,Female,Married,34927.68,2642.3
33.7,Female,Single,25778.01,1306.36
49.1,Female,Married,36010.81,2303.63
34,Female,Married,45618.84,2011.65
64.1,Male,Married,56447.67,2772.34
57.1,Female,Married,34879.16,2592.73
36,Female,Single,25271.8,1226.16
33.1,Female,Single,20462.95,1642.61
53.6,Female,Married,30307.63,3168.36
66.6,Male,Married,45629.03,3168.01
25.5,Female,Single,25946.95,1721.66
31.5,Female,Single,25814.72,1658.84
24,Male,Single,29824.4,350.45
73.2,Male,Married,47006.97,2355.65
53.6,Male,Married,49332.49,3259.7
22.1,Female,Single,24326.3,2246.01
19.7,Male,Single,38109.43,373.18
36.3,Female,Single,27873.63,2103.38
23.5,Male,Single,28446.31,100
24.4,Female,Single,18597.67,2477.06
31,Female,Single,22086.57,2017.33
20.4,Male,Single,29257.82,407.9
32.4,Female,Single,29656.9,954.16
43.4,Male,Married,54412.73,3514.58
22.8,Male,Single,31430.96,692.41
18.9,Male,Single,26727.39,717.9
31.1,Female,Single,19535.58,1651.85
19.5,Female,Single,20900.47,2080.37
18,Female,Single,23348.56,2702.59
32.1,Female,Single,22546.37,2970.57
54.8,Male,Married,59723.64,3361.27
58.9,Male,Married,56060.31,3340.81
20,Female,Single,27233.65,1998.13
42.8,Male,Married,63117.33,2923.57
38.4,Female,Married,28522.63,3740.84
30.5,Female,Single,20161.37,1712.92
60.4,Male,Married,60858.2,3195.04
23.7,Male,Single,26372.89,943.74
59.5,Male,Married,61633.86,2765.53
20.7,Male,Single,24913.27,100
52.9,Male,Married,55922.87,3157.84
63.3,Male,Married,51971.29,3207.78
67.3,Male,Married,56393.92,2959.16
20.6,Male,Single,31559.01,860.33
21.4,Male,Single,33652.98,461.88
52.8,Female,Married,40398.85,2806.07
33.4,Female,Single,22825.49,2170.67
21.5,Male,Single,24806.08,108.07
24.7,Male,Single,30826.94,100
49.6,Female,Married,41485.08,2120.86
23.4,Male,Single,26337.55,1360.82
18,Male,Single,30434.53,220.24
62.8,Male,Married,49258.81,3981.51
25.6,Male,Single,30142.56,457.35
25.6,Female,Single,28446.07,1959.87
28.4,Male,Single,34461.94,241.77
57.1,Male,Married,46918.5,2699.79
61.1,Male,Married,59327.05,3186.64
55.2,Female,Married,36714.22,2507.38
35.9,Female,Married,43076.43,3416.29
49.4,Female,Married,46877.73,3598.24
20.9,Male,Single,27168.51,1319.44
24.6,Female,Single,19273.26,2724.72
27.1,Male,Single,29110.83,100
32,Female,Married,34797.13,2742.96
23.6,Male,Single,29921.52,1355.01
24.1,Female,Single,23672.58,1727.08
24.2,Male,Single,28626.43,1308.42
62.1,Male,Married,52871.71,2958.07
45.6,Female,Married,31649.98,3153.27
44.7,Female,Married,43029.48,3427.49
61.9,Male,Married,51603.4,2949.71
18.4,Male,Single,28154.34,256.73
45.3,Female,Married,41769.41,3115.73
44.3,Male,Married,53449.75,3954.57
41.6,Female,Married,40676.86,3779.94
51.5,Female,Married,37098.29,2553.61
28.5,Female,Single,22447.63,3393.88
19.2,Male,Single,31441.18,1540.76
43,Male,Married,47352.95,3011.38
48.8,Female,Married,37249.64,2052.93
51.3,Male,Married,57556.47,3577.64
25.2,Male,Single,30518.42,100
27.8,Male,Single,23101.4,462.87
23.6,Male,Single,27474.19,137.98
29.5,Female,Single,23154.86,1920.78
53.7,Male,Married,54219.68,3783.99
50,Male,Married,52614.68,3597.32
28.7,Male,Single,31732.21,899.87
69.5,Male,Married,52199.48,4040.18
29.4,Female,Single,21646.76,2358.12
20.8,Male,Single,36680.91,244.57
50.8,Female,Married,36703.02,3360.5
45.3,Female,Married,35899.82,2746.12
18,Male,Single,29670.48,809.65
19.6,Male,Single,25928.29,710.29
52.3,Male,Married,64017.46,3588.55
24,Male,Single,32048.62,544.26
50.4,Male,Married,46054.66,3511.33
24.8,Male,Single,28196.79,697.18
48.1,Female,Married,35780.74,3070.37
40.1,Female,Married,41038.5,1915.47
47.4,Female,Married,46962.98,3856.8
29.7,Female,Single,25573.03,2806.14
48.5,Female,Married,35855.43,2400.01
48.7,Male,Married,58565.91,3746.17
35.1,Female,Single,21575.88,2129.83
23.5,Male,Single,28278.44,721.37
46.3,Female,Married,46083.14,3182.19
37.1,Female,Married,33802.05,3010.72
26.2,Male,Single,26054.99,892.62
28,Female,Single,20288.26,2620.48
51.3,Female,Married,30281.54,1964.08
30.1,Female,Single,19792.88,2266.19
27.1,Female,Single,20370.36,2290.26
53.6,Female,Married,38227.16,2953.53
20.3,Male,Single,34351.19,549.36
62.3,Female,Married,39647.19,3074.46
68,Male,Married,54961.26,3087.49
26.7,Male,Single,29786.42,341.12
69.9,Male,Married,56410.93,3529.79
29.8,Female,Married,47474.2,1877.43
25.9,Female,Single,24771.95,1728.02
22.5,Male,Single,29249.64,1214.26
31,Male,Single,31148.28,581.2
65.9,Male,Married,55561.37,2431.65
21.9,Male,Single,30757.82,1249
47.5,Female,Married,29506.16,2892.04
43.7,Female,Married,35356.88,2851.62
35.9,Female,Single,30988.32,1661.51
33.3,Female,Single,27272.82,2136.33
28.3,Male,Single,28107.42,283.25
58.3,Male,Married,57093.32,3878.49
27.1,Female,Single,22247.18,2056.7
22.1,Male,Single,33911.93,570.77
29,Female,Single,19892.39,1850.9
50.6,Female,Married,38422.81,3533.7
20.5,Male,Single,28550.07,303.12
23.7,Male,Single,27561.12,1202.5
54.9,Female,Married,49422.5,3543.54
21.7,Male,Single,28433.45,477.97
49.1,Male,Married,55663.59,3179.76
59.8,Female,Married,38509.84,3320.81
26.2,Male,Single,33039.25,216.04
68.4,Male,Married,53226.58,3558.76
59.7,Male,Married,56517.07,3351.91
34,Female,Single,26748.68,2234.38
20.9,Male,Single,30601.44,1192.2
41.8,Female,Married,38629.88,3307.93
20.8,Male,Single,32622.91,1693.92
22.8,Female,Single,22922.48,2577
57.5,Male,Married,50268.25,2811.44
27.5,Female,Single,25006.66,2593.88
35,Male,Single,21180.71,1133.12
44,Female,Married,45387.62,1956.7
32.1,Female,Single,26597.32,2460.98
23.2,Male,Single,21309.69,100
64.4,Male,Married,61714.77,3062.11
43.1,Female,Married,42041.39,2237.56
31.1,Female,Single,25937.76,2182.03
23.6,Male,Single,24807.76,682.56
34.6,Female,Single,27496.22,2527.72
20.2,Male,Single,34836.4,434.15
26,Male,Single,29675.22,407.24
23.8,Male,Single,27554.06,831.58
35.8,Female,Single,23043.17,3228.55
24.6,Male,Single,30302.86,156.6
66,Male,Married,53261.38,3236.48
27.7,Female,Single,20259.33,2584.42
24.7,Female,Single,25146.75,1535.47
58.9,Male,Married,54270.32,3206.66
51.9,Female,Married,38466.7,2040.63
30.8,Female,Married,45316.14,2553.46
46.7,Male,Married,57964.56,3513.06
59.8,Female,Married,35662.98,3330.9
53.4,Male,Married,45591.4,2849.69
59.9,Male,Married,61504.47,3266.15
18.1,Female,Single,26338.97,2343.78
26.9,Male,Single,26297.58,517.93
34.2,Female,Single,21832.25,2432.39
49.2,Male,Married,57120.46,2977
23.6,Male,Single,33820.9,753.45
28.8,Female,Single,27640.91,1505.62
49.5,Female,Married,40490.19,2720.82
44.5,Female,Married,54505.79,2731.59
64.9,Male,Married,51652.64,3599.34
56.6,Female,Married,33269.45,3066.87
25,Female,Single,23268.84,2283.31
27,Female,Single,23879.32,1461.95
22.3,Female,Single,21870.57,1221.99
28.6,Female,Single,26337.03,2589.46
35.8,Female,Single,22507.83,2396.56
33.4,Female,Single,23826.15,2239.59
38.9,Female,Married,39879.82,2758.85
49.8,Male,Married,62973.5,4382.12
28,Male,Single,30282.22,943.89
26.9,Male,Single,33828.86,581.44
19.1,Male,Single,33299.63,100
32,Female,Single,24739.73,2010.91
56.4,Male,Married,59813.83,3244.06
24.5,Male,Single,32202.71,381.7
29,Male,Single,30082.22,615.11
47.6,Female,Married,37654.46,2886.31
54.4,Male,Married,64670.31,2375.98
52,Male,Married,54709.24,3239.76
46.1,Male,Married,49829.84,2682.7
45.9,Female,Married,45644.6,3397.06
47.9,Male,Married,56819.24,2892.08
50.7,Female,Married,31723.23,2800.98
20.6,Male,Single,30037.85,539.95
26.5,Male,Single,31036.7,841.93
27.5,Male,Single,29830.53,1121.82
33.1,Female,Single,28302.81,1694.63
47.2,Female,Married,38843.77,3103.52
24.3,Male,Single,32174.13,552
27.4,Female,Single,27416.51,2468.2
61.7,Male,Married,66048.37,2824.63
21.5,Male,Single,32271.88,569.51
18,Male,Single,24609.91,100
18,Male,Single,31447.18,100
25.7,Female,Single,22305.88,2180.21
36.4,Female,Married,29568.16,3894.84
60.7,Male,Married,56284.1,2915.07
50.2,Male,Married,53425.87,2638.46
28.5,Male,Single,29317.42,394.62
21,Male,Single,26436.89,240.83
20.4,Male,Single,34072.74,874.67
46.7,Female,Married,36381.14,3345.32
26.8,Male,Single,33906.5,1313.56
47.5,Female,Married,43716.92,3053.48
31.9,Female,Single,27223.47,1852.15
64.2,Male,Married,61103.96,3377.14
24.5,Male,Single,32326.3,1004.28
55.3,Female,Married,42226.7,2208.02
25.3,Male,Single,32955.44,970.65
49.1,Female,Married,36734.92,2803.48
32.3,Female,Single,22023.83,1476.68
51.6,Male,Married,58033.03,3698.87
30.4,Male,Single,30188.76,1081.31
53.6,Female,Married,34171.54,3478.42
59,Male,Married,49631.25,3659.86
48.5,Female,Married,33041.46,3672.87
61.1,Male,Married,55800.42,3605.02
23.5,Male,Single,25653.04,770.44
25.2,Female,Single,22571.95,2773.9
46,Female,Married,41627.31,2088.79
24.9,Male,Single,29606.93,100
31.2,Male,Single,28818.32,683.17
53.4,Male,Married,54170.41,2886.05
36.1,Male,Single,25695.89,403.53
23.4,Female,Single,22529.46,2688.71
53.9,Female,Married,35110.91,3428.61
35.9,Female,Married,39992.94,3859.78
24.5,Male,Single,28518.45,737.86
46.1,Female,Married,34561.43,3899.2
26.2,Female,Single,22498.67,1140.78
30.6,Female,Single,22012.83,2420.9
18.8,Male,Single,27021.11,447.87
52.8,Female,Married,36658.65,3763.95
20.9,Male,Single,24781.15,710.22
25.7,Female,Single,30897.3,2399.15
26.1,Male,Single,32187.77,848.8
25.5,Female,Single,29977.33,2289.51
69.1,Female,Married,34714.88,2927.16
20,Female,Single,26420.18,664.34
47.1,Female,Married,40317.26,3280.59
49.9,Female,Married,39262.66,2825.56
25.1,Female,Single,24973.25,1758.39
49.9,Male,Married,49398.17,3323.41
21.3,Male,Single,29704.95,252.19
27.4,Female,Single,26903.56,1008.73
36,Female,Married,41221.88,2310.98
26.5,Female,Single,25449.63,1349.71
39.6,Female,Married,31413.52,2352.98
45.1,Female,Married,40270.41,2880.09
32,Male,Single,36812.04,965.28
28.4,Female,Single,24987.6,1867.23
19.7,Male,Single,28045.71,839.5
31.2,Female,Single,22759.68,2413.01
19.3,Male,Single,30555.37,595.52
40.6,Female,Married,39683.9,2204.14
49.8,Female,Married,32789.78,2723.27
44.4,Female,Married,40345.19,2915.93
61,Male,Married,61314.18,2920.9
25.4,Male,Single,26400.31,547.51
42.2,Female,Married,32230.09,2806.83
42.7,Female,Married,43382.58,3259.57
45.5,Female,Married,34762.33,2348.59
52.1,Male,Married,55790.01,3575.99
50.6,Female,Married,42778.76,3361.94
32.3,Female,Single,20734.23,2034.87
48.8,Female,Married,38217.32,3340.19
29.5,Female,Single,23218,2874.29
32.8,Female,Single,25599.44,1698.11
67.2,Male,Married,46839.23,3154.97
32.1,Female,Single,17402.23,1769.29
23.1,Male,Single,30850.12,100
28.3,Male,Single,31476.04,545.71
23.6,Male,Single,33617.87,590.18
24,Female,Single,27016.36,2443.49
67.5,Male,Married,50136.97,3718
29.4,Female,Single,22786.82,2639.35
48.2,Female,Married,38249.89,4059.39
52.8,Female,Married,36851.02,3859.94
47.1,Female,Married,43034.87,3211.06
55.7,Female,Married,40169.13,2527.13
47.6,Male,Married,54554.65,3407.09
57.5,Female,Married,36420.8,2629.7
53,Male,Married,55511.56,3350.95
31.6,Male,Single,27310.26,1370.91
43.5,Female,Married,34886,2862.01
28.6,Female,Single,28499.7,2263.42
26.1,Male,Single,31704.9,390.6
21.1,Male,Single,25633.34,962.53
43.5,Female,Married,43975.46,3189.36
57.2,Male,Married,52298.33,4071.2
52.3,Female,Married,34144.77,2527.58
31.8,Female,Single,29660.78,2881.59
43.9,Female,Married,37112.17,2285
25.9,Female,Single,22431.16,1104.54
23,Male,Single,32072.53,100
38.3,Female,Married,40593.22,2483.1
44,Female,Married,38021.05,3451.26
57,Male,Married,59639.93,2862.37
25,Male,Single,24024.84,1349.28
69.2,Male,Married,57946.74,3141.77
59.8,Male,Married,47239.75,2153.95
56.7,Male,Married,51173.7,4145.1
24.3,Male,Single,32888.22,590.53
33.3,Female,Single,21988.1,2777.12
30.8,Female,Single,20431.86,1696.44
46.9,Male,Married,50262.69,3384.43
18,Male,Single,29180.47,362.9
58.9,Male,Married,59615.76,3400.23
58.5,Female,Married,29844.93,3380.37
32.2,Female,Single,26671.61,667.42
44.9,Female,Married,35183.97,2618.05
47.5,Female,Married,38328.01,2508.79
24.5,Female,Single,21467.79,2611.97
28.8,Male,Single,31815.7,1527.41
25.4,Male,Single,29092.22,138.96
23.6,Male,Single,29259.88,465.03
24.6,Female,Single,21368.57,2170.76
24.9,Female,Single,24154.23,1081.64
55.2,Male,Married,56373.29,3658.78
52.7,Female,Married,48035.06,3726.37
22.6,Male,Single,26193.56,806.78
58,Male,Married,53121.27,3614.14
51.4,Male,Married,55792.05,3068.64
52.8,Female,Married,37312.36,2175.86
32,Female,Single,26634.99,1717.04
24.3,Male,Single,28154.62,1007.44
45.9,Male,Married,57744.89,3338.65
28.6,Female,Single,21358.56,1872.46
53.2,Female,Married,35683.54,3703
32.8,Female,Married,38166.78,3964.95
58.8,Male,Married,59756.9,2974.41
18.9,Male,Single,31030.73,893.35
48.1,Female,Married,34135.38,2000.43
43.5,Female,Married,37079.91,3174.87
26.9,Female,Single,21723.98,1128.46
52.4,Male,Married,59931.55,3025.92
36.6,Female,Single,29405.84,3078.44
35.5,Female,Married,43110.83,3092.04
22.5,Female,Single,22903.68,1663.02
28.1,Male,Single,34160.34,395.62
28,Female,Single,25594.99,774.04
36.6,Female,Married,43724.42,3187.55
23.6,Female,Single,32022.01,2169.44
24.3,Male,Single,31281.22,789.04
55.8,Male,Married,59992.95,3388.08
66.6,Male,Married,55962.44,3162.12
27.5,Male,Single,31525.81,781.15
25.9,Male,Single,25315.49,213.93
42,Female,Married,44698.92,3454.8
56,Male,Married,56440.88,3478.27
44.2,Female,Married,42441.1,2823.13
37.7,Male,Single,30582.26,100
27.5,Female,Single,22210.02,2431.28
21.1,Male,Single,33681.53,717.79
35.7,Female,Single,22298.24,1893.32
52.7,Male,Married,52583.56,2199.32
54.7,Male,Married,48733.5,3898.16
57.4,Male,Married,57586.38,3961.25
51.1,Male,Married,50609.46,3311.73
24.2,Male,Single,30716.92,771.87
18.6,Male,Single,35276.69,436.07
24.4,Male,Single,33397.95,1465.88
51.1,Female,Married,36293.58,2228.07
23.8,Male,Single,31656.08,769.11
29.8,Female,Married,45951.62,2938.6
29.5,Female,Single,24961.98,2447.24
54.7,Female,Married,38007.01,3247.6
39.5,Female,Married,36518.96,3516.4
20.9,Male,Single,28509.53,627.05
45.7,Female,Married,38436.85,2061.1
18,Male,Single,30158.31,100
40.3,Female,Married,33943.57,3186.71
26.5,Female,Single,25563.49,1796.24
61.4,Female,Married,38849.94,2752.52
24.4,Male,Single,32827.87,956.08
31.3,Female,Single,25258.31,2526.9
53.1,Female,Married,44056.74,3149.28
25.6,Female,Single,26701.15,2176.15
31.2,Female,Single,23532.33,2474.15
31.8,Female,Single,26938.47,1918.92
20.5,Male,Single,29291.52,1002.4
63.5,Male,Married,52675.53,3003.85
32.4,Female,Single,22897.65,2012.74
19.5,Male,Single,28370.81,262.26
26.5,Female,Single,21633.63,1174.95
69.7,Male,Married,55022.19,2647.25
28.2,Male,Single,28297.54,751.02
60,Female,Married,34410.95,3615.46
41.8,Female,Married,40877.49,1946.25
41.1,Female,Married,42681.96,3266.19
52.9,Female,Married,33287.52,2972.33
53.5,Male,Married,55056.19,3216.42
60.1,Male,Married,59367.67,3385.85
47.1,Female,Married,36244.8,2405.36
31.6,Male,Single,31839.69,521.31
47.2,Female,Married,34608.82,2363.15
38.7,Female,Single,19779.72,1483.77
18.6,Male,Single,26853.39,1158.19
23.4,Male,Single,29826.14,999.03
57.1,Male,Married,45108.01,3209.53
28,Female,Single,18729.62,1863.81
47.9,Female,Married,33310.6,3458.94
28.2,Female,Single,22690.56,1585.49
44.7,Female,Married,36225.22,3929.81
31.9,Male,Single,32346.51,1079.64
28.5,Female,Single,22933.22,1948.37
47.7,Female,Married,37001.51,2374.95
29.4,Male,Single,30066.67,169.41
24.8,Female,Single,22623.25,1354.94
28.5,Male,Single,33161.22,1027.75
37.1,Female,Married,24155.81,3225.93
35.9,Female,Married,37066.11,3024.49
40.9,Female,Married,50199.95,2731.74
19.5,Male,Single,28003.54,329.68
38.6,Female,Married,33170.03,3156.43
18,Male,Single,26852.3,419.12
79.8,Male,Married,62149.05,3551.17
27.1,Male,Single,34295.04,100
20.1,Female,Single,25036.32,1858.14
25.9,Male,Single,27904.53,100
56,Male,Married,55885.03,3126.51
41.5,Female,Married,37442.25,2969.83
27.6,Male,Single,31030.64,100
23.3,Female,Single,24359.83,2136.97
24.5,Male,Single,28645.99,406.94
27.1,Female,Single,23516.85,2662.06
28.5,Male,Single,32394.29,176.05
47.3,Female,Married,44572.85,3158.82
65.2,Male,Married,61554.64,2681.46
39.1,Female,Married,34576.65,3819.18
42.8,Female,Married,38940.31,2989.94
26.9,Female,Single,24040.1,1577.55
30.3,Female,Single,20812.35,1708.47
24.9,Female,Single,24258.71,2010.92
25.3,Female,Single,26139.33,1125.9
65,Male,Married,52474.55,2899.95
29.1,Male,Single,31843.06,103.39
53,Male,Married,50466.83,3014.85
51.7,Female,Married,40019.64,3535.35
36.9,Female,Single,27265.07,1724.68
24.4,Male,Single,29273.82,497.08
63.9,Male,Married,53339.67,3991.76
42.2,Female,Married,41120.38,2608.98
22.6,Male,Single,29268.32,585.24
50.7,Female,Married,40874.75,2967.29
43,Male,Married,69408.6,3621.79
49.9,Female,Married,39362.01,2661.39
18.1,Male,Single,28708.55,805.26
28.6,Male,Single,29074.42,850.9
39.2,Female,Married,36009,2598.36
61.9,Male,Married,55876.09,3312.02
37.2,Female,Married,32391.26,2820.84
48.9,Male,Married,62939.43,3186.73
29.6,Female,Single,27391.32,1861.88
31.2,Female,Single,21840.27,1313.45
24.9,Male,Single,24764.07,384.07
61.5,Female,Married,44869.75,2873.73
43.2,Female,Married,41297.07,1892.24
33,Female,Single,21520.69,1997.79
57.5,Male,Married,49346.46,3512.98
45.3,Female,Married,39961.75,2996.31
22.3,Male,Single,25841.41,448.84
24,Male,Single,27177.01,100
28.5,Female,Single,24430.02,2213.03
49.5,Female,Married,26858.02,2869.27
64.1,Male,Married,56910.63,3872.99
48.4,Female,Married,41911.64,3579.83
48.8,Female,Married,40462.73,3356.93
59.1,Female,Married,41742.61,3542.24
29.1,Female,Single,23251.56,2057.55
39,Female,Married,34916.41,2901.95
61.1,Male,Married,48900.27,3673.99
22.1,Male,Single,34792.98,1157.62
38.7,Female,Married,38828.34,3458.94
29.2,Female,Single,25145.08,2727.71
31.4,Male,Single,27097.55,594.03
64.7,Male,Married,47182.06,3663.05
38.7,Female,Married,43371.24,2676.5
30.2,Female,Single,28919.66,2553.4
23.6,Male,Single,31608.61,170.52
23,Female,Single,27527.79,2200.46
25.6,Female,Single,24314.02,195.78
21.6,Male,Single,25826.82,467.82
35,Female,Single,18358.28,1373.41
39.4,Female,Married,47599.36,3155.26
28.7,Female,Single,27765.23,1740.22
22.2,Female,Single,26898.45,2884.25
34.5,Female,Single,27267.98,2044.58
29.1,Female,Single,18443.07,1038.46
26.1,Female,Single,21957.57,1988.65
56.4,Male,Married,62600.5,3433.77
26.4,Male,Single,29692.84,100
65.4,Male,Married,61688.63,2286.47
31.4,Male,Single,32945.35,880.06
62.6,Male,Married,49227.36,4033.27
19.3,Male,Single,29801.57,903.94
30.6,Female,Single,19605.5,2609.46
52.5,Male,Married,58077.23,3735.2
38.6,Female,Single,24850.87,1278.52
32.2,Female,Single,26416.02,1897.06
28.9,Female,Single,21731.73,1936.64
23.4,Male,Single,37210.79,636.03
60.7,Male,Married,54556.58,3105.92
50.6,Female,Married,46755.18,3062.73
65.7,Female,Married,36579.57,2376.57
27.2,Male,Single,29504.59,772.46
46.2,Female,Married,36988.29,2854.12
27.4,Male,Single,32939.52,100
28.5,Female,Single,20682.59,1362.87
57.5,Male,Married,58364.14,3089.01
33.6,Female,Single,29758.01,2521.7
29.5,Female,Single,23339.41,2728.06
59,Male,Married,48650.04,3307.73
51.2,Male,Married,64562.4,3267.78
51.2,Female,Married,33348.55,2376.84
18.6,Female,Single,19470.23,1700.91
42.5,Female,Married,39299.46,2270.88
29.4,Male,Single,32882.97,100
65.9,Male,Married,48864.42,3498.87
48.7,Female,Married,39109.38,4172.72
54.8,Male,Married,60505.94,2643.88
53.9,Male,Married,50484.76,3119.09
46.8,Female,Married,38888.74,3273.47
30.1,Female,Single,25630.05,1003.75
32.8,Female,Single,26509.37,1159.19
18,Male,Single,28936.01,782.98
44.1,Female,Married,40347.81,2708.86
57.2,Male,Married,58328.03,3388.51
30.1,Female,Single,26948.42,1355.79
46.1,Female,Married,35348.32,2574.62
57.4,Male,Married,56739.96,2704.07
31.2,Female,Single,24083.79,554.95
23.2,Male,Single,29173.16,900.43
24.2,Male,Single,21150.29,302.7
52.3,Male,Married,52792,3663.79
52.3,Male,Married,46149.06,3826.79
18,Male,Single,31436.92,807.71
44.2,Female,Married,41931.34,2767.88
57.7,Female,Married,43061.02,2793.48
53.3,Female,Married,40758.24,2630.29
25,Female,Single,22592.65,2079.37
49.3,Female,Married,42270.17,2816.09
34.5,Female,Single,27607.06,2859.17
26.1,Male,Single,31574.19,768.7
27.7,Male,Single,33013.09,494.01
22.7,Female,Single,24833.92,1493.91
63.5,Male,Married,60522.05,2978.02
47.8,Female,Married,43040.85,3492.33
29.4,Female,Single,24654.01,1802.36
52.5,Female,Married,30312.38,3503.84
52.7,Female,Married,47938.29,2635.95
56.8,Female,Married,42155.94,3092.52
29.5,Male,Single,26174.02,840.87
59.5,Male,Married,45204.43,2999.38
20.5,Male,Single,35977.3,1333.34
27.6,Female,Single,25269.51,2268.99
33.6,Female,Single,24285.68,1912.63
65.3,Male,Married,54069.41,2849.6
52.2,Male,Married,50832.16,3120.87
68.1,Male,Married,50334.26,3412.97
62.9,Male,Married,48076,2874.05
21.1,Male,Single,31782.97,1147.94
28.9,Male,Single,28839.36,100
31.5,Female,Single,28694.63,2497.12
39.4,Male,Married,46361,3038.78
30.9,Male,Single,33240.91,100
54.5,Female,Married,35969.78,2729.26
52,Male,Married,47344.94,3765.95
20.9,Female,Single,21815.45,1574.2
26.2,Male,Single,27450.55,581.48
18.3,Male,Single,29589.61,969.56
61.7,Female,Married,43780.63,3187.58
20.1,Male,Single,29552.1,100
25.4,Male,Single,25508.59,1116.47
47.3,Female,Married,41686.22,4042.84
21.7,Female,Single,21889.56,1592.57
43.7,Male,Married,47381.01,3014.35
28.8,Female,Single,27246.36,1363.6
44.8,Female,Married,40281.35,3107.68
31.1,Female,Single,25086.85,764.26
57,Male,Married,56056.01,3146.9
