Narcissus,Agrumen,Oud,Jasmine,Amber,Neroli,Indole,Vanilla,Frankincense,Bergamot,Galbanum,Magnolia,Sandalwood,Cashmeran,Citron,Opopanax,Aliphatic Aldehydes,Vetiver,Scent Quality Score
455.58,384.24,702.603,138.89,1005.601,875.815,871.995,635.18,382.887,1735.239768,159.967,877.061,890.58,5251.662419,128.055,81.072,505.09,823.852,7652109.172
448.362,310.572,719.272,251.794,1001.186,909.552,890.724,743.186,446.862,2542.208659,209.208,676.645,976.617,5391.108355,103.321,100.837,697.192,831.025,15098649.45
461.997,327.439,707.856,255.877,955.395,941.683,892.211,398.091,470.993,2544.617176,228.974,648.93,777.24,5482.599909,118.815,183.261,812.444,806.731,10220498.78
466.481,287.39,713.404,97.993,959.548,946.612,1043.662,626.264,361.972,1415.409561,367.679,779.22,963.807,5515.125604,65.55,210.496,794.614,793.503,9094636.856
482.52,331.407,661.588,294.848,929.16,900.107,906.417,485.204,367.511,2826.80864,356.195,753.203,936.263,5134.330122,224.128,93.33,904.402,738.274,14597357.4
476.788,288.002,714.384,307.899,1005.492,922.786,904.08,517.367,361.718,2848.250294,311.001,793.058,836.272,5560.583801,239.99,205.813,668.511,855.327,11966963.8
472.711,455.371,722.925,241.378,993.401,995.376,940.497,509.913,401.404,2549.661404,305.377,664.926,917.833,5254.610726,165.08,201.713,647.026,809.276,10784592.48
463.092,390.905,687.523,218.607,980.842,1012.591,971.985,530.233,315.34,2168.533541,277.05,913.238,902.209,5117.831606,212.297,231.629,743.498,741.981,10791819.46
505.775,320.786,705.206,196.431,953.949,833.778,1008.051,625.652,319.678,2059.89818,364.554,760.717,922.733,5413.673465,239.143,113.079,686.57,772.227,11113759.64
467.788,307.568,641.441,168.841,1051.536,850.93,970.102,534.338,439.133,1997.988979,240.121,629.802,744.05,4856.179367,70.856,19.741,600.398,795.232,8409523.013
446.013,271.121,729.563,167.228,1025.442,981.829,1030.633,550.671,418.854,1778.971693,328.267,912.152,986.732,5368.420224,172.478,114.304,720.977,816.148,9069176.98
462.194,438.27,639.917,108.003,910.296,843.051,851.015,521.413,403.122,1366.273166,229.314,716.998,877.082,4961.790321,53.822,139.811,815.377,807.827,7947288.803
490.84,341.379,691.95,190.402,1072,766.786,955.815,536.674,508.67,2002.983012,147.846,715.487,677.407,5284.986282,122.734,184.756,634.202,842.49,8958791.913
472.238,309.654,673.633,294.097,988.123,1072.576,1011.494,558.188,370.736,2731.192601,363.408,758.01,837.464,5169.266639,94.258,72.712,773.095,779.201,13937671.5
433.385,290.411,724.134,450.316,944.927,786.548,882.262,517.802,484.283,3850.660838,226.658,1116.747,847.539,5358.556784,0,182.265,448.76,815.161,10911079.31
467.888,373.691,709.089,354.472,1039.811,895.024,1043.984,600.145,464.164,3158.264438,121.355,839.503,817.396,5555.979599,2.67,222.034,730.995,813.788,16000369.07
505.868,310.594,656.541,218.173,879.222,898.298,1033.28,632.81,474.381,2256.955259,313.259,884.272,882.049,4952.639769,45.028,79.131,756.002,855.865,13000617.94
475.09,324.43,587.541,173.199,1034.627,756.985,836.402,526.839,360.024,2047.838739,244.772,907.605,816.977,4514.207665,0,142.881,739.88,800.076,10103553.39
476.061,311.381,660.263,315.788,883.415,798.842,1020.428,705.974,354.58,2930.661291,227.681,690.633,900.394,5008.688644,166.564,69.915,576.032,818.251,13898076.97
476.715,330.213,646.044,273.1,934.316,851.445,881.366,376.959,357.667,2496.413442,156.357,969.964,917.937,4995.327304,33.008,160.797,802.863,842.261,9588149.607
431.123,422.898,628.77,265.785,1012.601,941.86,868.206,540.482,403.204,2663.969832,190.469,770.847,826.716,4887.588803,154.22,177.826,788.755,796.055,13466156.53
471.617,399.937,639.164,312.824,997.415,951.52,1057.798,550.417,360.681,2935.20656,110.721,683.906,812.665,5009.274678,183.266,155.594,633.604,794.845,12373410.61
499.489,415.403,696.915,353.271,1167.213,1054.166,919.143,606.516,324.615,3211.992424,179.051,816.56,737.755,5335.390444,154.706,0,751.086,799.479,17127811.34
464.221,403.145,679.283,86.248,991.291,906.646,1003.635,522.325,368.207,1276.346122,198.595,682.525,836.501,5118.00179,175.875,150.691,777.662,804.694,7307543.339
448.388,439.652,682.522,307.357,868.76,861.078,835.205,578.574,398.681,2916.83493,250.588,785.192,987.276,5274.032736,196.878,192.8,544.784,793.845,11336797.29
492.714,301.07,646.716,157.121,998.652,741.798,947.284,603.112,397.649,1875.595766,413.301,714.627,941.424,4990.5157,152.572,92.221,743.049,770.788,10618631.78
465.925,331.661,664.588,211.978,1006.963,863.292,915.619,432.987,363.896,2229.039331,236.149,717.285,830.837,5177.205895,83.463,206.712,920.679,849.684,10942357.4
449.083,286.792,699.165,330.272,859.023,976.8,984.244,563.03,347.651,3062.101825,215.747,737.086,883.661,5345.116478,101.552,24.706,733.01,801.361,14466300.16
457.843,442.821,659.521,235.597,1028.351,975.273,900.954,590.268,452.573,2408.387552,334.84,900.51,801.868,4971.105347,19.922,151.87,714.461,813.251,12575396.97
464.794,390.466,686.022,236.197,901.386,825.356,1015.266,675.057,441.321,2435.386712,275.21,812.555,903.595,5343.184791,70.081,224.116,767.986,784.566,14794646.78
520.082,403.81,647.56,70.86,911.549,783.482,984.237,554.03,372.929,1249.503423,256.54,682.143,857.414,5153.483847,289.965,120.845,729.662,791.885,7368040.87
471.4,405.321,581.656,286.359,886.751,868.284,874.892,549.733,435.281,2749.770466,180.12,664.778,890.849,4537.197789,169.837,0,711.471,798.375,12830181.38
481.63,365.894,654.137,349.403,1056.113,796.225,1052.771,665.675,338.652,3220.276973,222.084,745.241,1049.678,4858.812804,110.768,128.623,589.463,767.859,14881407.44
470.308,325.737,773.412,30.183,962.399,955.285,883.244,523.463,498.461,856.5332344,252.219,885.801,969.369,5864.95105,171.901,161.702,885.908,823.005,6038117.741
496.347,401.243,683.522,165.799,975.202,1075.62,812.426,576.434,304.662,1740.290894,362.199,659.594,1004.853,5296.558311,106.931,108.038,787.383,800.016,10240683.59
445.885,480.49,646.21,38.762,922.47,807.005,932.996,748.06,347.341,943.8805496,255.446,676.677,900.088,4926.116733,108.117,89.126,900.932,831.375,8536459.739
449.668,374.002,653.094,119.835,891.596,945.53,1048.129,472.845,249.985,1456.734353,190.124,690.713,913.938,4935.282936,233.399,42.162,737.18,804.018,7012954.417
500.395,292.371,720.478,96.038,1117.599,1095.289,910.984,558.004,327.818,1428.726513,168.222,753.97,860.632,5511.114699,105.506,128.478,598.156,808.483,6876034.795
462.826,239.522,678.076,257.67,1014.979,895.996,968.752,438.885,370.248,2681.379522,238.452,962.41,821.849,5281.981799,106.508,192.056,549.16,806.978,8399017.747
450.131,347.471,646.898,202.292,966.889,841.644,948.579,556.005,373.355,2160.794254,204.363,663.844,1029.264,4955.746576,260.907,122.56,652.43,813.293,9803901.745
501.166,321.883,706.737,289.131,1128.286,837.95,1073.627,469.969,307.398,2772.349673,133.735,647.174,918.542,5447.301582,203.698,127.186,760.91,857.776,12101902.29
467.07,339.242,630.624,177.194,1018.949,927.293,957.798,632.344,342.91,1862.769674,362.824,800.488,983.531,4847.421699,114.298,44.046,602.136,810.527,9289364.851
469.104,450.522,709.22,177.404,933.184,858.875,930.06,561.139,345.53,1966.180858,262.083,737.781,927.126,5432.749356,19.64,182.842,647.725,812.976,9409308.862
455.547,420.599,672.012,208.023,1128.641,795.406,935.655,694.594,394.402,2319.692971,239.176,779.287,809.848,5079.712009,92.422,131.385,659.158,767.095,12941338.73
456.185,236.093,653.786,230.943,1028.454,965.307,1029.501,442.138,407.534,2378.99934,248.383,795.548,738.559,5063.347395,26.612,48.178,833.338,795.711,10634892.45
455.936,372.175,669.937,125.156,920.36,744.503,887.983,586.996,420.709,1677.167417,49.083,570.403,855.71,5146.726885,125.308,131.32,739.433,819.055,9140172.816
476.436,311.47,606.176,0,1056.578,726.724,997.875,645.446,365.563,552.2672304,266.344,802.484,987.611,4556.248722,147.727,171.22,621.608,840.988,4296971.281
449.236,347.628,694.025,201.796,993.479,955.113,907.589,554.929,517.356,2198.360211,385.442,761.741,819.737,5380.106418,187.404,73.927,641.405,759.033,9974368.217
508.211,236.265,708.902,224.09,919.985,922.721,978.811,599.224,356.732,2370.197733,65.366,730.756,860.324,5407.337818,42.037,128.985,847.789,819.149,13901373.32
434.67,297.112,624.977,229.228,848.536,1056.217,998.311,549.024,417.346,2264.377164,341.114,846.706,780.81,4743.587763,60.175,132.063,567.386,818.876,8951435.998
444.149,449.103,662.932,159.783,1054.742,969.622,944.397,635.68,392.914,1863.585342,266.696,755.383,786.866,5162.475118,126.168,203.416,689.916,803.773,10461680.61
458.626,266.948,642.889,178.384,897.352,806.051,958.165,514.348,339.537,1906.205472,180.117,811.133,983.708,4875.424323,63.336,167.082,655.28,824.73,8218305.099
464.241,384.372,665.993,130.604,1075.453,1015.225,786.573,630.004,349.939,1623.526754,167.625,730.069,913.05,5247.806905,157.053,71.894,661.894,805.065,8906583.348
442.704,346.219,694.206,243.725,1019.232,879.996,911.138,593.005,474.077,2485.816266,147.829,622.927,746.121,5264.996653,135.748,55.378,517.367,748.892,9556459.163
490.782,306.082,620.84,337.817,1002.123,889.82,863.287,626.78,345.147,3097.157147,234.757,825.198,808.869,5133.041185,153.23,173.726,547.919,778.182,12776825.03
453.436,273.913,620.324,340.822,992.834,788.643,926.968,546.715,398.62,3202.586478,163.554,841.686,824.447,4603.373791,291.86,36.914,725.359,799.031,14575352.3
448.242,383.99,709.402,200.119,902.302,883.249,945.941,483.468,404.247,2175.044378,160.856,937.863,877.235,5552.487153,128.958,58.25,794.396,770.479,10357413.48
463.512,335.81,712.352,207.937,897.794,894.524,898.905,564.91,412.588,2118.25428,324.839,624.377,921.62,5409.220893,88.575,45.578,768.854,761.909,11211754.13
477.718,272.386,643.712,291.26,913.085,830.918,918.165,599.954,356.783,2849.819405,227.944,705.454,718.338,5015.437263,0,161.284,785.259,803.411,15351677.19
486.277,470.6,624.201,294.763,932.514,715.647,1025.484,545.26,397.939,2910.978857,236.927,770.365,909.126,4956.270311,74.459,0,863.664,787.223,16094701.79
530.752,441.798,679.167,152.844,968.974,897.424,859.803,630.477,416.479,1911.132142,140.026,875.098,878.096,5117.114819,220.289,99.986,667.719,780.141,10494366.4
469.734,317.072,657.513,257.85,987.388,887.575,890.411,632.051,383.656,2376.22418,332.872,641.931,844.51,4863.078584,170.843,120.709,716.964,818.491,12846701.31
483.08,284.795,669.088,152.638,995.015,921.208,904.755,448.245,405.785,1693.736214,138.971,758.364,963.537,5020.260782,139.201,159.221,805.716,785.816,8051641.527
453.271,436.183,657.728,120.044,927.926,1068.263,993.389,613.901,404.295,1668.255507,241.923,654.476,927.053,5121.079621,149.243,0,697.178,807.199,9262910.466
452.323,298.094,709.809,148.605,975.767,1020.391,822.389,587.93,391.198,1752.941731,149.086,670.566,964.715,5552.178162,115.486,182.564,717.957,798.429,9230110.019
439.957,286.709,636.719,88.003,963.533,761.08,933.593,542.912,332.365,1254.672189,491.765,789.423,831.359,4927.794846,67.859,190.17,685.251,800.852,6703203.223
479.268,330.782,643.608,229.848,971.882,891.782,936.336,446.608,313.083,2291.994208,350.483,876.984,773.843,4802.25362,62.13,72.529,727.327,795.465,9666477.403
457.611,408.923,615.884,75.269,1030.568,925.637,970.051,688.855,401.401,1428.950328,270.184,756.812,817.132,4911.875197,170.43,0,749.331,835.673,9592443.264
468.622,339.238,741.812,189.538,1001.408,962.413,860.993,472.875,309.828,1932.610885,333.549,763.699,665.727,5642.743772,92.772,258.506,586.577,845.503,7522654.815
465.065,402.945,695.799,150.117,1180.78,768.787,894.825,510.348,383.317,1657.943411,205.038,682.616,824.47,5358.179196,91.082,150.027,799.939,772.885,9060194.363
475.685,302.124,676.7,62.203,899.967,1019.589,951.227,553.887,462.719,1178.706456,16.536,687.51,933.906,5391.8589,150.609,135.652,648.477,800.563,6003350.777
479.415,338.329,686.272,116.184,943.707,970.181,897.754,497.143,387.881,1541.635485,248.39,936.675,877.637,5195.651719,234.889,65.909,647.969,826.274,7037982.427
479.731,440.884,681.768,251.457,951.236,839.683,1031.068,573.936,485.251,2457.303419,181.347,781.762,823.168,5280.615147,154.965,56.076,575.487,808.069,10384421.46
487.937,448.06,676.73,322.26,865.142,785.358,933.369,490.254,413.968,2873.203168,369.867,748.325,832.239,5127.255835,21.189,217.225,662.234,828.129,11713333.58
491.123,333.936,688.687,216.821,1083.032,848.039,898.118,467.356,406.974,2180.433384,301.271,713.586,842.76,5367.928665,203.178,114.073,829.616,772.086,10716402.34
454.436,336.463,689.56,143.481,819.048,860.156,846.278,574.808,333.481,1693.163055,81.811,796.933,963.794,5374.503425,93.442,57.403,674.996,815.808,8330434.914
428.234,255.524,674.85,264.132,1067.616,970.082,975.128,544.55,381.369,2523.303344,247.835,834.634,861.021,5094.026416,154.369,138.398,650.378,803.109,10787999.97
472.207,320.099,681.379,331.487,976.072,975.803,982.511,565.222,348.745,2898.161049,265.914,730.301,910.528,5344.157248,243.277,111.564,815.375,825.667,15451416.89
456.259,381.41,691.062,259.975,1005.429,887.101,922.207,514.313,381.525,2689.571929,96.489,943.508,775.65,5295.1753,113.894,149.522,733.657,790.202,12201244.9
409.052,418.676,707.633,130.548,974.831,913.563,1047.77,367.919,400.006,1583.5146,295.653,936.869,733.166,5306.274215,88.205,126.17,642.822,835.098,5850259.979
515.162,324.762,701.078,251.093,1032.445,1004.083,895.219,574.723,412.99,2460.45025,382.926,805.974,779.963,5453.722534,142.826,164.876,844.756,833.032,14367050.07
456.467,425.254,688.434,264.886,1086.857,933.061,772.14,530.017,398.525,2606.421957,300.352,669.869,793.528,5301.729392,145.117,44.079,860.556,808.702,14207722.58
475.985,333.597,668.829,207.296,870.519,959.553,1080.761,544.634,345.354,2189.248199,257.608,829.436,864,5065.437949,117.309,0,727.412,828.373,10728429.03
510.737,280.167,679.419,71.174,999.885,854.951,953.506,579.594,378.686,1185.559169,279.706,630.273,1074.165,5111.534361,73.399,126.537,726.244,810.898,7087879.53
470.363,344.946,697.648,266.149,991.153,757.639,978.55,590.981,350.2,2758.666156,344.64,679.311,805.19,5585.879764,194.698,96.757,735.474,821.887,14171340.66
458.9,409.04,672.253,235.854,891.123,887.249,837.463,509.341,385.744,2361.091719,194.671,852.937,833.676,5216.35284,167.574,189.66,610.14,795.339,9426001.109
477.544,273.801,743.606,163.508,842.916,982.787,955.128,554.192,431.112,1840.038278,222.283,845.127,846.265,5569.307894,0,88.44,704.001,801.295,9082674.526
512.902,367.181,667.404,341.898,1011.373,845.047,965.604,607.629,364.537,3043.487837,202.373,742.77,997.245,5175.247889,0,115.661,719.78,782.475,15632208.4
475.919,249.835,702.783,142.649,1008.545,829.171,1009.762,589.467,473.234,1798.979341,136.414,861.987,979.08,5384.582876,40.591,177.585,733.315,846.504,9647751.998
483.668,296.604,558.044,233.395,1016.148,803.511,900.79,647.119,350.982,2324.535733,221.004,879.988,730.533,4334.712885,101.426,84.157,775.056,765.833,13729612.04
465.56,296.054,638.899,239.444,843.62,754.121,953.938,519.094,494.234,2627.90587,191.952,745.781,882.211,4761.596416,134.235,91.557,526.853,836.039,9047336.551
452.949,343.046,668.9,152.121,1040.072,972.448,896.312,528.612,353.31,1892.780281,317.749,854.85,871.75,5091.134932,85.857,139.793,790.366,800.846,10062612.84
471.852,317.374,657.204,112.5,1167.917,740.806,1042.51,453.963,423.08,1420.606579,364.842,599.21,803.607,4952.416312,24.752,102.558,735.68,818.771,6920504.64
466.803,364.638,608.071,256.43,1034.577,714.757,837.436,559.533,377.219,2563.134857,269.721,702.063,964.415,4522.725547,59.739,212.817,795.181,807.654,13567986.3
495.753,253.399,713.219,310.365,978.488,801.355,1012.461,552.504,354.141,2909.957634,213.161,757.147,829.075,5525.349439,262.762,85.926,649.268,814.734,12460980.21
483.702,322.369,659.222,194.582,1062.637,894.036,955.511,509.513,293.777,2051.597403,305.185,899.676,931.68,4821.015989,74.241,110.661,910,819.94,11762930.74
474.159,343.338,678.692,111.475,1039.751,929.048,852.941,683.196,314.614,1489.20837,290.462,869.184,756.593,5216.031169,232.372,144.242,591.099,831.555,8210466.446
463.829,372.125,722.865,396.513,898.656,918.516,827.726,613.877,345.631,3423.681086,432.49,817.936,814.269,5584.572888,253.194,131.803,709.621,809.528,17206747.23
452.96,358.624,634.274,237.593,942.178,831.001,825.781,536.658,367.666,2552.200237,293.994,691.161,672.318,4997.574465,177.952,122.785,898.039,793.768,14360601.52
476.936,370.926,689.718,155.472,968.395,835.636,914.824,618.83,320.37,1919.122552,218.073,853.106,981.308,5309.629642,22.428,108.185,574.457,814.856,8970813.668
500.878,317.124,703.855,253.545,960.571,869.362,1085.569,600.771,391.924,2406.019958,154.916,767.825,955.199,5507.541261,113.325,118.335,610.26,846.663,10912148.95
450.292,262.69,640.84,217.899,1028.823,776.476,981.08,622.486,440.363,2182.234477,312.544,690.577,884.787,4838.909783,264.417,189.008,633.173,761.705,10520562.78
501.307,371.819,748.82,337.244,986.939,906.408,943.856,619.267,358.964,3185.888977,69.105,758.372,826.395,5775.591872,69.507,161.318,681.271,812.125,15610734.44
438.148,350.767,692.575,260.344,1011.664,1002.844,823.29,501.297,349.149,2641.036944,287.29,704.525,960.126,5339.696859,73.148,126.435,609.943,798.496,10109854.27
499.949,307.547,659.202,126.648,988.539,680.879,980.213,451.94,498.872,1440.745284,384.171,815.07,1042.875,4958.63879,45.344,69.811,718.079,768.85,6924755.452
444.841,292.566,663.401,253.034,977.391,840.861,882.077,599.766,418.265,2492.918256,179.572,782.326,866.638,5126.661635,144.26,84.22,679.194,780.701,12009055.27
423.65,362.321,707.775,217.111,1045.774,903.464,801.056,534.999,299.747,2229.62093,289.195,789.439,796.336,5431.013274,219.163,215.75,542.651,849.534,8525493.849
420.208,281.406,677.068,352.285,912.439,792.737,983.469,545.531,246.522,3107.517859,211.212,573.798,777.401,5241.754286,8.521,93.14,690.251,784.712,13393909.36
474.89,347.853,661.866,253.805,1059.45,994.138,1017.418,469.458,415.995,2501.352872,263.354,856.624,963.764,4964.084038,99.794,193.445,587.024,818.581,9127987.09
489.57,358,598.568,307.937,1021.433,672.823,960.045,746.097,385.121,2745.814091,290.096,732.526,872.644,4502.014425,97.517,75.344,547.665,812.255,13478494.68
507.543,303.656,676.374,101.362,903.768,808.84,893.854,522.963,432.278,1502.884407,281.836,580.045,993.123,5219.733952,188.244,149.155,654.552,746.851,7204518.295
501.328,379.314,684.797,228.763,972.265,918.818,793.087,683.253,303.35,2067.769417,210.847,778.745,967.411,5307.283133,54.308,4.767,813.312,754.715,13740465.12
465.365,343.076,673.234,148.344,1035.32,1023.095,874.845,533.674,410.988,1871.188951,288.019,733.777,866.538,5122.09774,133.408,147.958,681.932,795.985,8938274.259
488.141,341.698,704.998,93.138,855.077,832.733,1030.028,457.232,382.11,1536.390051,252.361,678.699,874.901,5403.93277,198.335,1.125,844.622,827.324,7971521.628
489.277,352.111,694.014,331.163,927.039,924.975,966.418,444.732,306.989,2983.739685,177.625,697.884,720.676,5334.566347,242.191,59.811,491.11,758.871,8616582.163
444,378.512,629.115,222.214,972.527,883.664,958.955,509.47,478.26,2328.804435,365.425,896.048,858.946,4758.90583,197.367,97.197,634.845,846.524,9752037.478
472.36,372.453,618.001,191.906,1062.25,907.684,955.373,628.966,400.944,2038.641563,263.656,734.021,807.209,4682.024317,180.472,44.686,714.104,820.112,11377889.48
432.895,380.859,667.294,199.887,958.824,742.367,913.376,484.118,426.306,2104.69252,152.621,551.494,814.8,5124.423484,89.107,35.082,795.259,802.008,10001437.37
489.327,243.117,681.916,196.934,940.981,897.32,956.654,550.406,278.711,2068.385038,214.53,647.138,786.326,5100.430159,87.939,101.226,891.609,799.701,12038516.53
446.398,410.032,617.874,127.753,968.777,820.189,928.362,593.468,434.851,1742.676662,223.933,803.144,979.651,4873.947436,105.643,84.648,788.781,853.762,10266734.24
461.415,399.717,676.16,278.998,949.777,903.165,956.568,613.028,417.354,2719.040051,291.419,772.445,779.056,5284.881509,115.507,0,759.283,827.472,14864349.18
499.591,395.994,699.884,293.369,990.181,859.02,966.566,694.802,420.655,2739.722825,254.436,800.173,897.476,5340.542676,114.843,131.642,713.666,780.717,15951607.91
464.524,465.312,654.196,250.997,1040.377,873.725,985.76,580.469,386.82,2489.590131,288.202,816.152,787.554,5065.013429,119.866,101.637,710.912,806.775,12709905.23
457.093,341.247,589.673,127.725,1060.699,870.238,958.795,553.261,402.37,1679.48025,137.193,826.639,942.884,4431.064696,151.605,164.618,782.973,795.342,9276621.339
529.425,415.998,679.343,209.1,995.071,849.207,946.087,570.823,406.871,2104.919782,269.223,762.718,756.725,5223.148629,193.763,27.938,565.073,769.471,9296140.535
456.699,399.996,647.008,212.334,1008.728,862.99,1054.881,507.874,311.562,2222.652952,222.715,773.461,941.924,5046.320767,211.017,184.659,650.666,805.329,9516928.083
501.968,332.453,624.061,250.035,971.937,830.215,935.339,608.162,290.805,2433.637852,381.853,817.621,812.529,4911.464804,203.547,138.67,708.077,844.638,12808569.93
455.417,304.379,644.431,239.93,1050.681,972.662,1045.051,696.272,373.819,2432.020893,249.182,886.966,993.769,4817.679966,252.559,191.512,693.506,815.696,13802925.47
504.705,376.774,704.689,195.189,1147.741,1005.743,975.649,601.485,376.974,2132.714408,391.609,777.746,806.736,5299.891183,93.309,119.071,711.492,810.014,11678360.55
473.169,277.926,682.895,246.628,1038.526,798.044,914.954,640.619,327.177,2295.005282,69.674,680.65,907.824,5181.309357,119.574,36.879,694.616,826.123,12070128.88
465.572,348.989,702.878,228.12,1021.493,958.257,945.938,626.796,428.413,2422.36016,169.963,730.048,870.177,5119.712737,73.351,97.324,636.314,794.32,11716299.25
461.556,370.931,648.5,305.221,1083.183,839.595,831.173,588.425,376.16,2844.548335,368.798,782.351,812.102,4896.644616,109.059,76.988,693.34,798.093,13920099.46
489.797,425.087,638.496,159.709,902.459,834.642,1018.212,732.459,162.907,1804.259599,246.378,587.836,885.556,4742.457829,138.727,211.855,700.805,783.882,11466997.94
484.747,354.921,744.021,282.793,1050.996,891.49,994.102,623.093,353.876,2771.127732,228.228,866.841,800.388,5537.715879,229.63,31.244,858.459,795.707,17090384.04
511.419,377.811,688.666,257.159,1005.893,806.175,926.917,528.407,474.05,2541.675133,231.875,610.359,757.038,5412.174665,142.609,28.91,673.259,781.86,11353816.99
495.394,275.988,636.624,180.363,879.247,896.909,905.634,586.579,489.229,2094.255981,144.579,872.376,840.612,4876.449165,119.613,45.126,772.436,820.397,11420613.38
470.991,232.864,694.297,349.304,1057.366,894.668,938.852,565.028,297.497,3183.91084,289.448,638.664,736.84,5195.309201,181.183,145.119,814.058,810.501,16588190.16
468.34,366.372,704.043,226.708,876.365,964.007,1007.003,577.915,440.721,2186.125628,206.16,671.599,804.091,5276.571512,236.339,176.594,669.226,799.519,10471442.52
447.868,328.127,645.075,89.432,941.44,916.151,929.106,616.408,319.845,1380.733239,394.849,694.836,855.232,5082.426131,168.669,115.698,749.242,794.142,8401171.828
512.982,329.292,659.068,291.608,989.881,1016.479,962.12,542.928,418.214,2879.57436,214.25,742.747,819.602,5158.612941,158.184,153.586,787.805,809.614,14555004.81
511.05,337.623,731.598,213.167,1051.371,843.882,949.388,601.013,378.104,2201.57446,181.227,739.546,725.425,5589.975571,125.68,114.796,702.418,813.266,11531316.94
461.987,328.137,698.4,220.269,898.789,853.226,1001.409,537.362,323.976,2335.512983,186.746,780.941,950.441,5359.862853,137.378,158.828,695.166,799.878,10668710.24
496.136,342.718,707.902,141.527,1065.677,876.929,940.034,607.684,255.041,1680.177795,351.649,818.323,804.2,5492.886879,102.814,132.585,668.443,834.121,9177593.234
456.15,316.683,655.407,351.962,954.922,809.784,843.15,651.986,454.705,3116.132149,167.951,725.164,896.029,4938.989561,100.502,50.215,836.772,804.917,18925501.06
459.079,258.192,612.985,170.917,824.058,832.708,877.124,574.684,337.438,2014.267014,303.53,724.974,982.533,4775.554191,134.755,44.699,824.868,796.837,11369992.51
498.508,372.688,704.668,54.666,1008.972,803.19,955.24,486.786,355.869,1165.787942,423.204,991.549,668.068,5413.882387,113.226,85.445,622.608,804.195,6028462.866
468.813,244.475,652.249,220.905,954.707,836.328,1054.305,669.816,445.565,2236.913477,213.515,729.161,965.217,5131.023759,171.697,113.398,458.441,813.865,8715445.778
459.827,196.216,699.029,200.702,948.64,828.788,905.025,564.747,307.669,2162.331742,255.516,668.46,939.999,5406.203472,194.946,201.545,601.479,777.631,9076629.946
438.436,474.213,685.546,299.198,1013.845,812.214,963.503,528.174,278.223,2874.018075,387.966,691.074,768.905,5298.149085,234.63,143.016,794.189,864.429,14445720.19
481.41,271.029,669.58,0,905.206,914.221,926.277,507.559,455.991,717.0698594,219.897,765.474,736.804,5181.089623,108.685,128.151,757.713,768.64,4642126.346
460.472,360.417,652.032,189.363,888.219,973.371,1024.259,651.268,424.923,1941.267822,160.703,778.753,905.866,5022.291887,208.635,142.79,650.076,789.384,10175471.45
499.916,247.221,730.902,203.027,898.658,825.081,980.221,605.594,445.209,2083.492372,187.347,851.012,883.556,5669.278854,40.573,106.593,738.801,792.395,11269964.38
488.521,308.642,658.456,170.751,1025.458,915.311,1092.797,530.903,263.594,1983.91676,234.592,811.256,924.222,4916.45729,3.408,123.404,615.103,779.696,8595090.133
446.88,395.305,665.434,229.935,1073.433,1072.19,1054.512,687.771,467.78,2371.567721,172.998,941.778,952.318,5186.974015,168.372,85.358,568.896,818.762,11461401.94
440.866,394.533,643.457,259.037,1151.126,944.525,940.014,663.816,269.376,2444.327173,221.364,735.731,821.914,4983.362955,130.811,48.34,843.901,818.7,15900925.06
473.302,316.641,696.634,180.724,841.352,866.685,977.298,677.464,345.294,2066.279836,273.18,677.575,799.279,5449.564982,109.037,181.588,926.743,767.402,14937347.41
488.079,419.628,687.453,201.144,981.358,896.03,941.302,557.299,376.397,2183.111239,275.889,903.343,695.289,5368.901538,129.775,144.202,595.576,793.882,9628767.431
475.461,386.789,723.767,175.628,1030.062,792.941,960.827,731.126,450.648,2049.035363,308.315,846.793,937.485,5517.753532,81.47,251.35,651.544,834,12088074.41
474.288,390.419,678.747,100.453,854.92,834.496,933.344,626.037,235.652,1212.097194,295.363,689.478,872.011,5305.958759,114.356,132.706,784.868,818.768,8050096.445
460.389,462.097,651.931,228.908,1048.087,681.222,906.588,582.629,422.749,2314.521805,297.04,634.948,894.553,5126.984347,121.349,63.138,581.191,810.894,10187858.6
520.059,297.716,745.846,154.144,1024.062,901.929,972.085,422.286,417.533,1860.185426,280.51,857.984,821.479,5620.323702,158.876,68.364,700.104,810.926,7785224.659
501.015,338.48,722.763,65.155,971.768,1080.684,912.203,551.954,462.688,1320.535485,260.223,777.319,727.478,5375.592956,97.098,134.294,658.764,779.703,6989681.201
476.771,343.2,692.543,103.396,1046.568,801.152,1033.706,655.031,246.621,1422.013902,145.845,639.749,800.855,5313.983757,43.293,81.093,620.23,818.86,7813077.655
495.942,298.034,658.396,135.569,1005.041,930.759,1116.013,456.147,484.803,1774.859314,260.047,853.431,799.384,5150.257422,86.434,168.481,631.263,858.667,7261472.143
460.308,331.585,725.798,103.676,1013.969,922.975,907.642,617.536,396.675,1453.724812,175.85,754.133,979.823,5541.542355,64.291,146.708,758.672,808.298,8795937.03
458.287,285.68,752.754,241.016,1004.819,967.501,881.216,508.341,356.734,2297.009812,71.616,826.197,869.131,5712.483179,219.806,94.729,591.573,846.004,8731381.218
470.597,388.759,623.199,195.56,975.501,1017.733,870.013,581.527,461.615,2106.359603,240.56,756.601,878.538,4819.26997,32.366,244.163,789.165,814.123,11842995.17
468.167,320.277,692.795,310.29,1017.14,913.103,926.018,468.214,313.849,2908.072516,166.942,806.547,765.063,5360.684315,54.275,99.617,744.796,795.814,12169476.8
